g1.t1	ENSP00000497018.1
g11074.t1	ENSP00000496942.1
g11075.t1	ENSP00000374399.4
g11076.t1	ENSP00000251413.2
g11077.t1	ENSP00000448387.2
g11078.t1	ENSP00000477589.1
g11079.t1	ENSP00000329029.3
g1108.t1	ENSP00000294613.5
g11080.t1	ENSP00000350512.4
g11083.t1	ENSP00000296595.6
g11085.t1	ENSP00000421760.1
g11086.t1	ENSP00000220669.5
g11087.t1	ENSP00000483872.1
g11088.t1	ENSP00000398067.1
g11089.t1	ENSP00000384262.2
g1109.t1	ENSP00000438776.1
g11091.t1	ENSP00000343995.2
g11092.t1	ENSP00000265276.4
g11094.t1	ENSP00000360412.3
g11095.t1	ENSP00000414426.1
g11096.t1	ENSP00000381302.1
g11097.t1	ENSP00000385339.2
g11098.t1	ENSP00000252512.9
g11099.t1	ENSP00000339897.4
g1110.t1	ENSP00000371940.2
g11100.t1	ENSP00000419295.1
g11101.t1	ENSP00000244221.8
g11102.t1	ENSP00000378228.3
g11103.t1	ENSP00000361043.4
g11104.t1	ENSP00000265720.3
g11105.t1	ENSP00000387499.1
g11106.t1	ENSP00000432145.2
g11107.t1	ENSP00000349616.4
g11108.t1	ENSP00000404913.1
g1111.t1	ENSP00000382182.2
g11110.t1	ENSP00000246071.6
g11112.t1	ENSP00000295491.4
g11113.t1	ENSP00000228318.3
g11114.t1	ENSP00000304783.3
g11115.t1	ENSP00000301318.3
g11116.t1	ENSP00000441972.1
g11119.t1	ENSP00000452786.2
g1112.t1	ENSP00000343890.4
g11121.t1	ENSP00000468498.1
g11123.t1	ENSP00000465930.1
g11124.t1	ENSP00000459470.1
g11125.t1	ENSP00000459470.1
g11127.t1	ENSP00000484677.1
g11129.t1	ENSP00000262848.5
g1113.t1	ENSP00000315006.4
g11131.t1	ENSP00000450004.1
g11132.t1	ENSP00000219439.4
g11133.t1	ENSP00000506657.1
g11134.t1	ENSP00000321330.6
g11135.t1	ENSP00000444589.1
g11136.t1	ENSP00000347909.5
g11137.t1	ENSP00000362261.3
g11138.t1	ENSP00000358033.4
g11139.t1	ENSP00000493713.1
g11144.t1	ENSP00000339795.2
g11145.t1	ENSP00000264720.3
g11146.t1	ENSP00000411825.2
g1115.t1	ENSP00000344340.3
g11151.t1	ENSP00000303325.2
g11152.t1	ENSP00000383072.3
g11153.t1	ENSP00000383072.3
g11154.t1	ENSP00000463502.4
g11156.t1	ENSP00000479451.1
g11157.t1	ENSP00000222982.4
g11158.t1	ENSP00000222982.4
g11159.t1	ENSP00000368785.3
g1116.t1	ENSP00000344340.3
g11160.t1	ENSP00000348696.4
g11161.t1	ENSP00000481483.1
g11162.t1	ENSP00000515887.1
g11164.t1	ENSP00000251250.6
g11169.t1	ENSP00000274695.4
g11171.t1	ENSP00000363714.3
g11172.t1	ENSP00000495247.1
g11173.t1	ENSP00000378099.3
g11177.t1	ENSP00000312771.5
g11179.t1	ENSP00000373304.3
g11180.t1	ENSP00000355077.4
g11181.t1	ENSP00000256460.3
g11182.t1	ENSP00000311427.6
g11183.t1	ENSP00000429931.1
g11185.t1	ENSP00000364405.4
g11186.t1	ENSP00000360029.5
g11187.t1	ENSP00000352882.3
g11188.t1	ENSP00000393722.1
g11189.t1	ENSP00000418974.1
g11190.t1	ENSP00000314441.7
g11193.t1	ENSP00000415862.1
g11194.t1	ENSP00000386556.1
g11196.t1	ENSP00000468549.3
g11198.t1	ENSP00000404704.2
g11199.t1	ENSP00000498421.1
g112.t1	ENSP00000432845.1
g1120.t1	ENSP00000462420.1
g11201.t1	ENSP00000264167.4
g11202.t1	ENSP00000265990.6
g11204.t1	ENSP00000344331.6
g11205.t1	ENSP00000344868.8
g11206.t1	ENSP00000355895.5
g11208.t1	ENSP00000491147.1
g11209.t1	ENSP00000450861.1
g11210.t1	ENSP00000504552.1
g11215.t1	ENSP00000276692.6
g11216.t1	ENSP00000367024.4
g11217.t1	ENSP00000353655.3
g11218.t1	ENSP00000384211.1
g11219.t1	ENSP00000497483.1
g11220.t1	ENSP00000356231.3
g11221.t1	ENSP00000360621.1
g11222.t1	ENSP00000383421.3
g11223.t1	ENSP00000319851.5
g11225.t1	ENSP00000246166.2
g11226.t1	ENSP00000460708.1
g11227.t1	ENSP00000313140.5
g11228.t1	ENSP00000264864.6
g1123.t1	ENSP00000363965.1
g11230.t1	ENSP00000398379.2
g11231.t1	ENSP00000332646.4
g11232.t1	ENSP00000426086.1
g11234.t1	ENSP00000411530.2
g11235.t1	ENSP00000490761.1
g11238.t1	ENSP00000440913.1
g1124.t1	ENSP00000339445.5
g11241.t1	ENSP00000408838.2
g11242.t1	ENSP00000263645.5
g11244.t1	ENSP00000397673.3
g11245.t1	ENSP00000382417.1
g11246.t1	ENSP00000243498.5
g11247.t1	ENSP00000297109.5
g11248.t1	ENSP00000382417.1
g11249.t1	ENSP00000432768.1
g1125.t1	ENSP00000418754.1
g11250.t1	ENSP00000370736.5
g11251.t1	ENSP00000364035.4
g11253.t1	ENSP00000296953.2
g11254.t1	ENSP00000381718.4
g11255.t1	ENSP00000385040.1
g11256.t1	ENSP00000491567.1
g11257.t1	ENSP00000361995.3
g11258.t1	ENSP00000361995.3
g11259.t1	ENSP00000225728.3
g11260.t1	ENSP00000275300.2
g11261.t1	ENSP00000304360.7
g11263.t1	ENSP00000356424.1
g11264.t1	ENSP00000378919.3
g11267.t1	ENSP00000403644.2
g11268.t1	ENSP00000403644.2
g11270.t1	ENSP00000502205.1
g11271.t1	ENSP00000360488.3
g11272.t1	ENSP00000363614.3
g11273.t1	ENSP00000359050.4
g11275.t1	ENSP00000450264.1
g11276.t1	ENSP00000360327.3
g11277.t1	ENSP00000498136.1
g11278.t1	ENSP00000516521.1
g11280.t1	ENSP00000402033.1
g11281.t1	ENSP00000262839.2
g11283.t1	ENSP00000357480.3
g11284.t1	ENSP00000226796.6
g11285.t1	ENSP00000511575.1
g11286.t1	ENSP00000157812.1
g11287.t1	ENSP00000261880.5
g11289.t1	ENSP00000357920.4
g11290.t1	ENSP00000219797.3
g11291.t1	ENSP00000311200.9
g11292.t1	ENSP00000265421.4
g11293.t1	ENSP00000368965.4
g11294.t1	ENSP00000346874.3
g11295.t1	ENSP00000471138.2
g11296.t1	ENSP00000260818.6
g11297.t1	ENSP00000495089.1
g11299.t1	ENSP00000334431.6
g1130.t1	ENSP00000300413.4
g11301.t1	ENSP00000262187.5
g11304.t1	ENSP00000330737.2
g11305.t1	ENSP00000477931.1
g11306.t1	ENSP00000265564.7
g11308.t1	ENSP00000265881.5
g11309.t1	ENSP00000366746.3
g1131.t1	ENSP00000290429.5
g11314.t1	ENSP00000419122.2
g11315.t1	ENSP00000345179.3
g11316.t1	ENSP00000345179.3
g11317.t1	ENSP00000472305.1
g11318.t1	ENSP00000462835.1
g11319.t1	ENSP00000261488.6
g1132.t1	ENSP00000419347.1
g11320.t1	ENSP00000407136.1
g11321.t1	ENSP00000474971.1
g11322.t1	ENSP00000238497.4
g11323.t1	ENSP00000430380.1
g11324.t1	ENSP00000263181.6
g11325.t1	ENSP00000081029.3
g11326.t1	ENSP00000342492.6
g11328.t1	ENSP00000238892.3
g1133.t1	ENSP00000499656.1
g11331.t1	ENSP00000383909.3
g11332.t1	ENSP00000360688.4
g11333.t1	ENSP00000367880.3
g11336.t1	ENSP00000468541.1
g11337.t1	ENSP00000248879.2
g11338.t1	ENSP00000355261.5
g11339.t1	ENSP00000365576.4
g1134.t1	ENSP00000266970.4
g11342.t1	ENSP00000260270.2
g11343.t1	ENSP00000428128.1
g11344.t1	ENSP00000348478.6
g11345.t1	ENSP00000221403.2
g11346.t1	ENSP00000513632.1
g11347.t1	ENSP00000311273.6
g11348.t1	ENSP00000221403.2
g11349.t1	ENSP00000355968.4
g1135.t1	ENSP00000257910.3
g11350.t1	ENSP00000331210.4
g11351.t1	ENSP00000494160.1
g11352.t1	ENSP00000340474.4
g11353.t1	ENSP00000356470.4
g11355.t1	ENSP00000342962.3
g11356.t1	ENSP00000251527.6
g11357.t1	ENSP00000404232.2
g11358.t1	ENSP00000404232.2
g11359.t1	ENSP00000358700.4
g1136.t1	ENSP00000362469.3
g11361.t1	ENSP00000264914.4
g11362.t1	ENSP00000512165.1
g11364.t1	ENSP00000222511.7
g11365.t1	ENSP00000429697.1
g11367.t1	ENSP00000399208.3
g11368.t1	ENSP00000414446.2
g11369.t1	ENSP00000233893.5
g1137.t1	ENSP00000390637.2
g11370.t1	ENSP00000254803.2
g11371.t1	ENSP00000341082.7
g11372.t1	ENSP00000379933.4
g11374.t1	ENSP00000464948.1
g11375.t1	ENSP00000262033.6
g11376.t1	ENSP00000462713.1
g11377.t1	ENSP00000477548.1
g11378.t1	ENSP00000442862.1
g11379.t1	ENSP00000264538.3
g11380.t1	ENSP00000420443.1
g11382.t1	ENSP00000443631.1
g11383.t1	ENSP00000514397.1
g11384.t1	ENSP00000302630.4
g11388.t1	ENSP00000379335.4
g1139.t1	ENSP00000264156.2
g11390.t1	ENSP00000265857.3
g11391.t1	ENSP00000356630.2
g11394.t1	ENSP00000488922.1
g11395.t1	ENSP00000243389.3
g11396.t1	ENSP00000156471.5
g11399.t1	ENSP00000217456.2
g11402.t1	ENSP00000386451.1
g11403.t1	ENSP00000387286.3
g11404.t1	ENSP00000484855.1
g11405.t1	ENSP00000372067.3
g11406.t1	ENSP00000391497.1
g11408.t1	ENSP00000381577.2
g11409.t1	ENSP00000251268.5
g11410.t1	ENSP00000312778.7
g11411.t1	ENSP00000314132.3
g11412.t1	ENSP00000494678.1
g11413.t1	ENSP00000401815.1
g11415.t1	ENSP00000497661.1
g11416.t1	ENSP00000319726.4
g11417.t1	ENSP00000353942.3
g11420.t1	ENSP00000275603.4
g11423.t1	ENSP00000380657.1
g11425.t1	ENSP00000509425.1
g11426.t1	ENSP00000512768.1
g11430.t1	ENSP00000358146.1
g11431.t1	ENSP00000395310.2
g11432.t1	ENSP00000492178.1
g11434.t1	ENSP00000348468.3
g11436.t1	ENSP00000215790.8
g11437.t1	ENSP00000258281.2
g11438.t1	ENSP00000444056.1
g11439.t1	ENSP00000319730.6
g1144.t1	ENSP00000493855.1
g11441.t1	ENSP00000361064.4
g11443.t1	ENSP00000379169.3
g11444.t1	ENSP00000264254.6
g11450.t1	ENSP00000510202.1
g11451.t1	ENSP00000367668.3
g11456.t1	ENSP00000362481.4
g11457.t1	ENSP00000417078.1
g11463.t1	ENSP00000485095.1
g11466.t1	ENSP00000488930.1
g11467.t1	ENSP00000263985.6
g11468.t1	ENSP00000344338.3
g11469.t1	ENSP00000350708.3
g11470.t1	ENSP00000230461.6
g11471.t1	ENSP00000282050.2
g11472.t1	ENSP00000351635.7
g11473.t1	ENSP00000261601.6
g11474.t1	ENSP00000417610.1
g11477.t1	ENSP00000184956.5
g11478.t1	ENSP00000381010.3
g11479.t1	ENSP00000381010.3
g11480.t1	ENSP00000184956.5
g11481.t1	ENSP00000379506.2
g11482.t1	ENSP00000354848.4
g11484.t1	ENSP00000504972.1
g11485.t1	ENSP00000364260.3
g11486.t1	ENSP00000455106.1
g11487.t1	ENSP00000367318.4
g11490.t1	ENSP00000386682.1
g11491.t1	ENSP00000328998.5
g11495.t1	ENSP00000289382.3
g11496.t1	ENSP00000376306.2
g11497.t1	ENSP00000488964.1
g115.t1	ENSP00000456938.1
g11502.t1	ENSP00000387263.1
g11503.t1	ENSP00000313432.6
g11504.t1	ENSP00000499504.1
g11505.t1	ENSP00000354497.4
g11506.t1	ENSP00000505086.1
g11507.t1	ENSP00000315152.4
g11508.t1	ENSP00000290541.6
g11509.t1	ENSP00000423778.1
g11510.t1	ENSP00000498140.1
g11511.t1	ENSP00000366030.3
g11512.t1	ENSP00000482548.1
g11513.t1	ENSP00000304978.6
g11514.t1	ENSP00000483781.1
g11520.t1	ENSP00000348965.4
g11521.t1	ENSP00000450399.1
g11522.t1	ENSP00000304360.7
g11523.t1	ENSP00000431605.1
g11524.t1	ENSP00000360541.3
g11525.t1	ENSP00000348253.6
g11527.t1	ENSP00000361658.2
g11528.t1	ENSP00000356905.4
g11529.t1	ENSP00000306397.3
g11530.t1	ENSP00000293777.5
g11531.t1	ENSP00000418067.1
g11532.t1	ENSP00000297596.2
g11534.t1	ENSP00000309572.5
g11535.t1	ENSP00000377696.3
g11538.t1	ENSP00000460706.1
g11539.t1	ENSP00000301585.5
g11541.t1	ENSP00000310241.3
g11542.t1	ENSP00000385557.1
g11543.t1	ENSP00000358159.2
g11544.t1	ENSP00000454762.1
g11545.t1	ENSP00000454762.1
g11546.t1	ENSP00000358159.2
g11548.t1	ENSP00000265961.5
g11550.t1	ENSP00000356652.2
g11551.t1	ENSP00000337463.6
g11552.t1	ENSP00000406052.1
g11554.t1	ENSP00000304501.2
g11556.t1	ENSP00000275820.3
g11557.t1	ENSP00000335416.2
g11558.t1	ENSP00000351813.2
g11559.t1	ENSP00000362888.1
g11560.t1	ENSP00000404515.1
g11561.t1	ENSP00000333504.8
g11562.t1	ENSP00000472305.1
g11563.t1	ENSP00000368688.4
g11564.t1	ENSP00000301149.3
g11565.t1	ENSP00000342026.5
g11566.t1	ENSP00000408770.1
g11567.t1	ENSP00000301149.3
g11568.t1	ENSP00000264649.5
g11569.t1	ENSP00000273986.4
g11571.t1	ENSP00000507717.1
g11572.t1	ENSP00000468035.1
g11573.t1	ENSP00000301732.5
g11574.t1	ENSP00000258383.3
g11575.t1	ENSP00000267202.2
g11576.t1	ENSP00000249356.3
g11577.t1	ENSP00000512441.1
g11578.t1	ENSP00000226413.5
g11579.t1	ENSP00000265000.4
g11580.t1	ENSP00000495652.1
g11582.t1	ENSP00000364071.3
g11584.t1	ENSP00000501347.1
g11585.t1	ENSP00000499567.1
g11587.t1	ENSP00000263733.4
g11588.t1	ENSP00000309577.6
g11591.t1	ENSP00000385347.2
g11592.t1	ENSP00000296932.8
g11594.t1	ENSP00000445700.2
g11595.t1	ENSP00000384828.2
g11596.t1	ENSP00000237283.8
g11597.t1	ENSP00000484660.1
g11598.t1	ENSP00000495033.1
g11599.t1	ENSP00000515953.1
g1160.t1	ENSP00000508292.2
g11600.t1	ENSP00000441838.1
g11601.t1	ENSP00000245543.1
g11602.t1	ENSP00000440645.1
g11603.t1	ENSP00000369899.1
g11604.t1	ENSP00000379455.3
g11606.t1	ENSP00000320604.5
g11609.t1	ENSP00000507312.1
g1161.t1	ENSP00000507071.1
g11610.t1	ENSP00000345270.6
g11611.t1	ENSP00000508196.1
g11612.t1	ENSP00000324956.3
g11613.t1	ENSP00000326042.6
g11614.t1	ENSP00000502333.1
g11615.t1	ENSP00000358831.4
g11616.t1	ENSP00000274093.3
g11617.t1	ENSP00000291576.6
g11618.t1	ENSP00000329757.4
g11619.t1	ENSP00000340281.6
g1162.t1	ENSP00000358134.1
g11620.t1	ENSP00000363054.4
g11621.t1	ENSP00000455840.1
g11624.t1	ENSP00000482704.1
g11626.t1	ENSP00000482704.1
g11627.t1	ENSP00000463042.1
g11628.t1	ENSP00000332148.2
g11629.t1	ENSP00000378414.4
g11630.t1	ENSP00000458137.2
g11631.t1	ENSP00000450056.1
g11633.t1	ENSP00000406256.2
g11634.t1	ENSP00000365855.3
g11635.t1	ENSP00000472171.1
g11636.t1	ENSP00000312701.5
g11637.t1	ENSP00000367615.3
g11638.t1	ENSP00000402232.1
g11639.t1	ENSP00000482119.1
g1164.t1	ENSP00000363338.3
g11641.t1	ENSP00000379390.1
g11642.t1	ENSP00000355740.1
g11643.t1	ENSP00000275428.4
g11644.t1	ENSP00000495707.1
g11645.t1	ENSP00000376811.3
g11646.t1	ENSP00000304978.6
g11647.t1	ENSP00000226004.2
g11648.t1	ENSP00000217402.2
g1165.t1	ENSP00000263160.3
g11651.t1	ENSP00000297261.2
g11653.t1	ENSP00000453319.1
g11654.t1	ENSP00000297145.4
g11655.t1	ENSP00000338348.3
g11656.t1	ENSP00000488601.1
g11657.t1	ENSP00000252999.3
g11660.t1	ENSP00000456229.1
g11662.t1	ENSP00000454523.1
g11663.t1	ENSP00000300658.4
g11664.t1	ENSP00000257879.7
g11665.t1	ENSP00000302936.6
g11666.t1	ENSP00000416707.2
g11667.t1	ENSP00000164305.5
g11668.t1	ENSP00000494213.1
g1167.t1	ENSP00000367064.4
g11670.t1	ENSP00000322777.6
g11672.t1	ENSP00000257600.3
g11673.t1	ENSP00000376535.2
g11674.t1	ENSP00000308622.5
g11676.t1	ENSP00000484687.1
g11679.t1	ENSP00000264674.3
g11682.t1	ENSP00000291182.3
g11683.t1	ENSP00000283646.3
g11686.t1	ENSP00000336741.4
g11687.t1	ENSP00000264954.4
g11688.t1	ENSP00000501162.1
g11689.t1	ENSP00000227378.3
g11690.t1	ENSP00000227378.3
g11691.t1	ENSP00000501162.1
g11692.t1	ENSP00000264954.4
g11693.t1	ENSP00000336741.4
g11696.t1	ENSP00000283646.3
g11700.t1	ENSP00000377696.3
g11701.t1	ENSP00000156109.5
g11717.t1	ENSP00000222982.4
g11718.t1	ENSP00000490161.1
g11719.t1	ENSP00000494123.2
g11723.t1	ENSP00000261191.7
g11724.t1	ENSP00000513425.1
g11725.t1	ENSP00000266712.6
g11726.t1	ENSP00000394452.2
g11727.t1	ENSP00000416707.2
g11728.t1	ENSP00000340760.3
g11729.t1	ENSP00000388986.1
g1173.t1	ENSP00000355632.4
g11730.t1	ENSP00000402232.1
g11731.t1	ENSP00000326305.4
g11732.t1	ENSP00000360290.4
g11733.t1	ENSP00000396646.1
g11734.t1	ENSP00000358727.5
g11735.t1	ENSP00000357039.3
g11737.t1	ENSP00000508011.1
g11739.t1	ENSP00000261263.3
g1174.t1	ENSP00000229214.4
g11740.t1	ENSP00000005995.3
g11741.t1	ENSP00000438552.1
g11742.t1	ENSP00000312664.5
g11743.t1	ENSP00000466794.1
g11744.t1	ENSP00000393185.2
g11745.t1	ENSP00000335094.5
g11746.t1	ENSP00000315263.3
g11749.t1	ENSP00000419799.1
g11751.t1	ENSP00000501671.1
g11752.t1	ENSP00000274849.1
g11753.t1	ENSP00000425338.1
g11754.t1	ENSP00000516126.1
g11755.t1	ENSP00000266984.5
g11758.t1	ENSP00000382694.2
g11759.t1	ENSP00000506880.1
g11760.t1	ENSP00000265162.5
g11763.t1	ENSP00000368565.3
g11764.t1	ENSP00000287263.4
g11765.t1	ENSP00000402857.2
g11766.t1	ENSP00000467141.1
g11767.t1	ENSP00000467141.1
g11769.t1	ENSP00000296328.4
g1177.t1	ENSP00000442862.1
g11770.t1	ENSP00000363377.3
g11771.t1	ENSP00000318158.5
g11772.t1	ENSP00000425571.2
g11773.t1	ENSP00000422087.1
g11774.t1	ENSP00000354830.2
g11776.t1	ENSP00000359211.3
g11778.t1	ENSP00000318374.5
g11779.t1	ENSP00000466459.1
g1178.t1	ENSP00000317636.5
g11780.t1	ENSP00000493900.1
g11781.t1	ENSP00000242275.6
g11782.t1	ENSP00000349297.5
g11783.t1	ENSP00000382021.3
g11786.t1	ENSP00000306817.3
g11787.t1	ENSP00000456934.1
g11788.t1	ENSP00000348128.4
g11789.t1	ENSP00000297591.5
g1179.t1	ENSP00000373390.4
g11790.t1	ENSP00000292478.5
g11791.t1	ENSP00000356448.3
g11792.t1	ENSP00000322276.6
g11793.t1	ENSP00000378931.4
g11795.t1	ENSP00000313953.4
g11796.t1	ENSP00000365926.1
g11797.t1	ENSP00000408963.2
g11798.t1	ENSP00000405111.2
g118.t1	ENSP00000464718.1
g1180.t1	ENSP00000354952.4
g11800.t1	ENSP00000350967.6
g11801.t1	ENSP00000389738.2
g11802.t1	ENSP00000325017.5
g11803.t1	ENSP00000364448.3
g11804.t1	ENSP00000303992.5
g11805.t1	ENSP00000258403.3
g11809.t1	ENSP00000309463.4
g1181.t1	ENSP00000371502.3
g11810.t1	ENSP00000298139.5
g11811.t1	ENSP00000307298.4
g11812.t1	ENSP00000262415.2
g11813.t1	ENSP00000282041.4
g11814.t1	ENSP00000246802.4
g11815.t1	ENSP00000389175.2
g11816.t1	ENSP00000364204.3
g11818.t1	ENSP00000414635.1
g11819.t1	ENSP00000422591.1
g1182.t1	ENSP00000429301.2
g11822.t1	ENSP00000416627.1
g11823.t1	ENSP00000355827.5
g11824.t1	ENSP00000427687.1
g11826.t1	ENSP00000307235.3
g11827.t1	ENSP00000271588.4
g11828.t1	ENSP00000216862.3
g11829.t1	ENSP00000268314.4
g1183.t1	ENSP00000382717.3
g11830.t1	ENSP00000486868.1
g11831.t1	ENSP00000376776.2
g11832.t1	ENSP00000356105.3
g11835.t1	ENSP00000363965.1
g11837.t1	ENSP00000504176.1
g11838.t1	ENSP00000260950.3
g11839.t1	ENSP00000503633.1
g1184.t1	ENSP00000510794.1
g11841.t1	ENSP00000269724.5
g11843.t1	ENSP00000359976.3
g11845.t1	ENSP00000484635.1
g11846.t1	ENSP00000274569.4
g11847.t1	ENSP00000368237.4
g11848.t1	ENSP00000001008.4
g11850.t1	ENSP00000496250.1
g11854.t1	ENSP00000467052.2
g11855.t1	ENSP00000345436.6
g11856.t1	ENSP00000303130.5
g11857.t1	ENSP00000352131.2
g11858.t1	ENSP00000481853.1
g11859.t1	ENSP00000384459.2
g1186.t1	ENSP00000437983.1
g11861.t1	ENSP00000444285.1
g11862.t1	ENSP00000377446.2
g11863.t1	ENSP00000361047.3
g11864.t1	ENSP00000371169.4
g11865.t1	ENSP00000310015.3
g11866.t1	ENSP00000312606.4
g11867.t1	ENSP00000324318.5
g11868.t1	ENSP00000502467.1
g1187.t1	ENSP00000361547.4
g11870.t1	ENSP00000376097.2
g11871.t1	ENSP00000259469.4
g11873.t1	ENSP00000300030.3
g11874.t1	ENSP00000345282.4
g11875.t1	ENSP00000369179.3
g11876.t1	ENSP00000384539.1
g11878.t1	ENSP00000262494.7
g11879.t1	ENSP00000489002.1
g1188.t1	ENSP00000356920.4
g11880.t1	ENSP00000498939.1
g11883.t1	ENSP00000309595.2
g11884.t1	ENSP00000354960.4
g11885.t1	ENSP00000263238.2
g11886.t1	ENSP00000263346.8
g11887.t1	ENSP00000225972.7
g11889.t1	ENSP00000295266.4
g1189.t1	ENSP00000361057.3
g11890.t1	ENSP00000371201.2
g11892.t1	ENSP00000300619.6
g11893.t1	ENSP00000419697.1
g11894.t1	ENSP00000265594.4
g11895.t1	ENSP00000481525.1
g11898.t1	ENSP00000262648.3
g11899.t1	ENSP00000262041.5
g1190.t1	ENSP00000376037.2
g11900.t1	ENSP00000285814.4
g11901.t1	ENSP00000436868.1
g11902.t1	ENSP00000506013.1
g11903.t1	ENSP00000430686.1
g11904.t1	ENSP00000258455.3
g11905.t1	ENSP00000262209.4
g11906.t1	ENSP00000262209.4
g1191.t1	ENSP00000239891.3
g11911.t1	ENSP00000264318.3
g11912.t1	ENSP00000480488.1
g11916.t1	ENSP00000262464.4
g11917.t1	ENSP00000318012.9
g11919.t1	ENSP00000494936.1
g1192.t1	ENSP00000456242.1
g11922.t1	ENSP00000301738.4
g11923.t1	ENSP00000268719.4
g11925.t1	ENSP00000438382.1
g11926.t1	ENSP00000225729.3
g11927.t1	ENSP00000499067.1
g11929.t1	ENSP00000463102.1
g1193.t1	ENSP00000464969.3
g11930.t1	ENSP00000362803.5
g11932.t1	ENSP00000265631.6
g11933.t1	ENSP00000388658.2
g11936.t1	ENSP00000237264.3
g11937.t1	ENSP00000272983.8
g11938.t1	ENSP00000418447.1
g11939.t1	ENSP00000476815.1
g11940.t1	ENSP00000260102.4
g11941.t1	ENSP00000426909.1
g11942.t1	ENSP00000404475.2
g11945.t1	ENSP00000419638.1
g11946.t1	ENSP00000449535.1
g11947.t1	ENSP00000408399.2
g11948.t1	ENSP00000366997.4
g11949.t1	ENSP00000360647.1
g11950.t1	ENSP00000278060.5
g11951.t1	ENSP00000371343.4
g11952.t1	ENSP00000404938.3
g11953.t1	ENSP00000423969.1
g11954.t1	ENSP00000419079.1
g11955.t1	ENSP00000399025.1
g11956.t1	ENSP00000477389.1
g11957.t1	ENSP00000295304.4
g11958.t1	ENSP00000426476.1
g11959.t1	ENSP00000454492.2
g11960.t1	ENSP00000359146.4
g11961.t1	ENSP00000430236.1
g11965.t1	ENSP00000311083.5
g11966.t1	ENSP00000258424.2
g11967.t1	ENSP00000326888.5
g11968.t1	ENSP00000419425.1
g11969.t1	ENSP00000356782.3
g11970.t1	ENSP00000318900.5
g11971.t1	ENSP00000348510.4
g11972.t1	ENSP00000300456.3
g11975.t1	ENSP00000485421.1
g11976.t1	ENSP00000360964.4
g11978.t1	ENSP00000271764.2
g11979.t1	ENSP00000337358.4
g11981.t1	ENSP00000495205.1
g11983.t1	ENSP00000298717.3
g11984.t1	ENSP00000341071.4
g11985.t1	ENSP00000361010.3
g11987.t1	ENSP00000272424.5
g11988.t1	ENSP00000331487.5
g11989.t1	ENSP00000225174.3
g11990.t1	ENSP00000331487.5
g11991.t1	ENSP00000263256.6
g11992.t1	ENSP00000421771.1
g11996.t1	ENSP00000293662.4
g11997.t1	ENSP00000296121.4
g11998.t1	ENSP00000355759.5
g11999.t1	ENSP00000504061.1
g12.t1	ENSP00000363556.2
g120.t1	ENSP00000360715.4
g12002.t1	ENSP00000262432.9
g12003.t1	ENSP00000413520.2
g12005.t1	ENSP00000254928.5
g12006.t1	ENSP00000226444.3
g12007.t1	ENSP00000497018.1
g12008.t1	ENSP00000495908.1
g12009.t1	ENSP00000485539.2
g1201.t1	ENSP00000260943.7
g12010.t1	ENSP00000311405.4
g12011.t1	ENSP00000347444.4
g12012.t1	ENSP00000430148.2
g12013.t1	ENSP00000326968.7
g12014.t1	ENSP00000412269.2
g12016.t1	ENSP00000288235.4
g12017.t1	ENSP00000265465.3
g12018.t1	ENSP00000432782.2
g12019.t1	ENSP00000433924.2
g1202.t1	ENSP00000479037.1
g12020.t1	ENSP00000362350.3
g12021.t1	ENSP00000302441.3
g12024.t1	ENSP00000335677.5
g12025.t1	ENSP00000248846.5
g12026.t1	ENSP00000355889.2
g12028.t1	ENSP00000348442.3
g1203.t1	ENSP00000301522.2
g12030.t1	ENSP00000338673.7
g12031.t1	ENSP00000497066.1
g12032.t1	ENSP00000359982.4
g12033.t1	ENSP00000377807.5
g12034.t1	ENSP00000394394.4
g12035.t1	ENSP00000283290.5
g12038.t1	ENSP00000253457.3
g12039.t1	ENSP00000484105.1
g1204.t1	ENSP00000349259.4
g12040.t1	ENSP00000332823.6
g12041.t1	ENSP00000261646.5
g12042.t1	ENSP00000492260.1
g12043.t1	ENSP00000379676.2
g12044.t1	ENSP00000370569.1
g12045.t1	ENSP00000407818.2
g12046.t1	ENSP00000240423.4
g12047.t1	ENSP00000400774.1
g12048.t1	ENSP00000263921.3
g12049.t1	ENSP00000330148.7
g12051.t1	ENSP00000339801.6
g12052.t1	ENSP00000378967.3
g12059.t1	ENSP00000454092.1
g1206.t1	ENSP00000445301.1
g12060.t1	ENSP00000503171.1
g12061.t1	ENSP00000457322.2
g12062.t1	ENSP00000222990.3
g12063.t1	ENSP00000483445.1
g12066.t1	ENSP00000385154.1
g12067.t1	ENSP00000379430.4
g12068.t1	ENSP00000284957.4
g12069.t1	ENSP00000363501.2
g12070.t1	ENSP00000435350.1
g12071.t1	ENSP00000417559.1
g12072.t1	ENSP00000323720.1
g12073.t1	ENSP00000227155.4
g12075.t1	ENSP00000393847.4
g12076.t1	ENSP00000344683.4
g12077.t1	ENSP00000341430.5
g12078.t1	ENSP00000440832.1
g12079.t1	ENSP00000454487.1
g12080.t1	ENSP00000361535.4
g12081.t1	ENSP00000420351.1
g12082.t1	ENSP00000222481.4
g12083.t1	ENSP00000300441.4
g12084.t1	ENSP00000448297.1
g12086.t1	ENSP00000370750.4
g12088.t1	ENSP00000380033.4
g12089.t1	ENSP00000362550.4
g1209.t1	ENSP00000431355.2
g12090.t1	ENSP00000239690.4
