Gene name	NCBI gene (formerly Entrezgene) ID
ENTREP3	10712
KRT18P1	
PRRT1	80863
PRRT1	100507547
PTPRN2	5799
RPP21	79897
RPP21	202658
DENND11	57189
NLRP7	199713
LINC02982	100506688
NKD2	85409
LY6G6E	
HCG21	
WEE2-AS1	285962
OR12D3	81797
DDX39BP2	
PCGF7P	
OR2J2	26707
ZNF729	100287226
ZNF676	163223
MICB	4277
OSCAR	126014
ZNF92P2	
MTDHP5	
VN1R85P	
BNIP3P31	
HCG22	285834
BNIP3P30	
LST1	7940
SSBP1	6742
LINC01194	
SLC12A7	10723
TCF19	6941
TFPT	29844
GP6	51206
DEFB104B	503618
DEFB104B	124906746
PSORS1C3	
DEFB105B	245908
DEFB105B	504180
DEFB105B	124906747
SLC5A8	160728
LILRA3	11026
BTNL2	56244
PRR23D1	100131608
PRR23D1	100133251
DEFB4B	1673
DEFB4B	100289462
DEFB4B	124906748
SAPCD1	401251
PRPF31	26121
FAM90A7	441317
FAM90A7	441327
ANO4	121601
DEFB103B	55894
DEFB103B	124906744
DEFB108C	
FAM90A22	645558
OR7E157P	
HSPD1P3	
FAM90A21P	
ZNF705G	100131980
ZNF705G	124900627
PSORS1C2	170680
DEFB107B	245910
DEFB107B	503614
DEFB107B	124906743
HCP5	10866
AGK	55750
FAM90A6P	
SPAG11B	10407
SPAG11B	124906741
C2	717
TRIM39	56658
TARM1	441864
	100132285
	124900575
CEACAM4	1089
WEE2	494551
PLEKHA3P1	
DNAJC19P2	
CEACAM21	90273
NDUFB9P1	
TNXA	
TAF9	6880
MTCO3P1	
HLA-DRB4	3126
DEFB106B	503841
DEFB106B	124906749
FAM66B	
FAM90A23	645572
FAM90A23	124906757
RPL7AP55	
OR10A3	26496
POLR1H	30834
KIR2DS1	3802
KIR2DS1	124900571
OR5P2	120065
OR5E1P	
OR5P3	120066
	101928924
OR10A6	390093
RAD17	5884
NLRP10	338322
HLA-H	
DNAJC19P3	
TPM3P5	
	283299
LINC01480	
HLA-DRA	3122
CEACAM7	1087
LINC01149	101929111
MCCD1P2	
CEACAMP3	
POMZP3	22932
LILRB3	11025
LILRB3	102725035
LILRB3	107987425
LILRB3	107987462
DDAH2	23564
	101927829
HLA-DQB1-AS1	106480429
UPK3B	105375355
FAM20C	56975
CCDC188BP	
LINC01659	101929374
	105375115
FAM157D	
FAM230I	388882
LINC03015	
RPL15P4	
ATP23	91419
LINC03014	100507642
LINC02557	
HLA-P	
ZDHHC8BP	
VWA7	80737
MICG	
SPDYE16	102723555
RNF39	80352
LINC02403	105369785
CES5AP1	
GIHCG	
DTX2	113878
RN7SKP65	
MUC21	394263
HCG15	
TNF	7124
PRAMEF5	343068
OR2H1	26716
MOG	4340
PRAMEF22	
PRAMEF18	391003
HCG4P8	
KSR1P1	
DDR1	780
IGKV1OR10-1	
PABPC1P8	
PRAMEF8	391002
TBX22	50945
HNRNPCL2	440563
LINC03009	
LINC03009	100133091
PRAMEF25	441873
PRAMEF25	645359
HNRNPCL4	101060301
PRAMEF33	645382
PRAMEF9	343070
	102725019
	401247
RXRB	6257
TRBV11-1	
TRBV7-6	
LY6G6F-LY6G6D	110599563
TMEM179	388021
TRBV10-1	
HLA-DQB3	
LINC02570	105375014
TAP1	6890
TRBV5-2	
TRBV7-4	
TRBV5-5	
HSP90AA4P	
B3GALT4	8705
TRBV11-3	
LINC01262	101928971
TRBV1	
TRBV19	
TRBV12-4	
TRBV7-1	
SNHG32	50854
TRBV25-1	
MUC2	4583
C14orf180	400258
TRBV17	
TRBV5-3	
TRBV7-9	
TRBV5-7	
TRBV27	
TRBV7-2	
TRBV21-1	
TRPV5	56302
PHLDA2	7262
CLIC1	1192
CARS1	833
LILRB5	10990
DDX39B-AS1	106478957
SLC39A11	201266
RPL3P2	
HLA-A	3105
LINC02688	101927503
EGFL8	80864
FAM138D	677784
IQSEC3	440073
TOMM40P4	
CDRT15P3	408029
TRBV12-5	
TRBJ2-2P	
TRBJ1-6	
TRBJ1-5	
TRBV11-2	
HLA-DMB	3109
TRBV20-1	
TRBV10-2	
LLCFC1	135927
TRBV9	
LRRC37A2	474170
DDX11L8	
PRSS3P1	
PRH2	5555
	574538
TRBC1	
TRBJ2-1	
TRPV6	55503
DDX6P1	
IQSEC3-AS1	
WASH8P	100288778
MSH5	4439
RPH3AL-AS2	
RPH3AL-AS1	
TAS2R30	259293
TAS2R19	259294
TAS2R8	50836
TAS2R7	50837
RPH3AL	9501
PPIAP9	
PFDN6	10471
TAS2R50	259296
TAS2R43	259289
TAS2R43	259291
TAS2R14	50840
TAS2R14	106707243
TAS2R9	50835
TAS2R45	259291
TAS2R31	259290
TAS2R13	50838
TAS2R46	259292
TAS2R20	259295
TAS2R15P	
PRR4	5554
PRR4	11272
MROH5	389690
MAPT-IT1	100130148
LINC01300	731779
MAPT	4137
MAMDC2-AS1	
MAMDC2	256691
HNRNPA1P38	
PTP4A3	11156
BTG3-AS1	110806272
BTG3	10950
TRBV6-7	
HLA-DMA	3108
TSBP1	10665
PRSS2	5645
LTA	4049
TRBV7-3	
TRBV18	
PRSS1	5644
U2	
SMIM10L1	100129361
TAS2R64P	
TAS2R10	50839
TAS2R63P	
GPR20	2843
	124900270
GOLGA6L24	440243
GOLGA6L24	645202
ENTREP2	23359
TRBV23-1	
HCG9P5	
MDC1	9656
GPR53P	
VARS1	7407
TRBV5-4	
PRSS3P2	
HLA-DRB9	
MSH5-SAPCD1	
OR6V1	346517
OR9P1P	
PGBD4P1	
TRBJ1-4	
MPHOSPH10P7	
MGAM2	93432
APBA2	321
AZU1	566
OR12D1	26530
HLA-Z	
C6orf15	29113
GPI	2821
IGKV1D-8	
IGKV3D-7	
PRTN3	5657
IGKV1OR2-118	
C22orf15	150248
CDK7	1022
ETF1P1	
BRD2	6046
SMARCB1	6598
LINC02829	105375009
OR9A2	135924
HLA-K	
TRBV13	
TRBV28	
TRBJ2-2	
EPHB6	2051
PPT2	9374
ARMC10	83787
PLPPR3	79948
MED16	10025
ATP9B	374868
SALL3	27164
RPL32P1	
DDX39BP1	
DHX16	8449
SCGB1C2	653486
LINC01896	
LENG8	114823
EHMT2	10919
RPL23AP95	
NAPEPLD	222236
LINC02091	
	105379627
HSPA1B	3304
RING1	6015
ELANE	1991
ATP6V1G3	127124
TTYH1	57348
HLA-DRB2	
NCR3	259197
CFD	1675
PTPRC	5788
ABCB10P3	
TUBB	203068
CHCHD10	400916
CRYZP1	
MMP11	4320
DPY19L2P2	
TRBV6-5	
TRBV14	
TRBV12-1	
PPP1R2P1	
TRBV4-2	
OR10C1	442194
TRBV5-1	
HLA-N	
DPY19L2P2	349152
HLA-DQB2	3120
TRBJ2-6	
TRBV7-7	
TRBV2	
MGAM	8972
HERC2P1	
OCA2	4948
SERPINF1	5176
LY6G6C	80740
DERL3	91319
SCARF1	8578
DOC2B	8447
PLEKHM1	9842
KCNQ1	3784
TAMM41	132001
TRBV16	
TRBVB	
TRBV6-1	
CCL4L2	9560
PRSS58	136541
LINC02887	
KCNQ1-AS1	338653
NAP1L4	4676
TRBV24-1	
TRBJ2-7	
TRBJ1-3	
TRBVA	
TRBV26	
TRBV4-1	
TRBC2	
TRBV8-1	
TRBV22-1	
TRBV10-3	
CCL3-AS1	
TRBJ1-1	
TRBJ2-3	
TRBV7-5	
TBC1D3I	102724862
TRBJ2-5	
TRBV5-6	
TRBV12-2	
TRBV6-4	
TRBJ1-2	
TRBD1	
ARHGAP27	201176
TRBJ2-4	
RPL5P32	
SLC2A11	66035
TRBV6-2	
GOLGA8M	653720
TRBV30	
TRBV12-3	
NSMCE3	56160
TRBV3-1	
RPL41P2	
TRBV8-2	
WBP1LP1	
TRBV6-8	
TRBV29-1	
CHRFAM7A	89832
TRBV6-6	
TRBV15	
KEL	3792
GSDMD	79792
MARK2P14	
NUP210P2	
IGLV3-31	
IGLV1-40	
TRIM26	7726
ASH2LP1	
LL22NC03-63E9.3	648691
IGLV3-30	
IGLV1-44	
IGLV3-32	
ZNF251	90987
ZNF280B	140883
CUTA	51596
IGLVI-38	
IGLV2-34	
IGLV5-37	
IGLV7-43	
IGLVVII-41-1	
IGLVI-42	
IGLV1-41	
IGLV1-36	
ZNF280A	129025
TNXB	7148
ARHGAP11B	89839
IGLV2-33	
IGLV5-45	
PEBP1P3	
	124904478
PRAME	23532
U8	124900356
U8	124900358
U8	124900359
ARHGAP11A	9824
CEP72-DT	
MCCD1P1	
CEP72	55722
BAG6	7917
SLC9A3	6550
TLCD2	727910
LINC01238	102723927
LINC01880	105373979
WDR81	124997
PRSS3P3	
PRSS59P	207147
MOXD2P	
CCL3L3	6349
CCL3L3	414062
OR6W1P	
TBC1D3B	414059
	3806
	124900571
TRPM1	4308
CCL18	6362
IGLV7-35	
MRPS16P3	
CCL4L2	388372
APOL5	80831
RBFOX2	23543
TRIM15	89870
ZC3H3	23144
HLA-E	3133
PYCR3	65263
ABR-AS1	
TRARG1	286753
LENG9	94059
YWHAE	7531
TRIM31	11074
TBC1D3B	101060321
LINC00588	26138
	286177
LINC01606	
RPL23AP1	
SLC43A2	124935
GTF2H4	2968
KANSL1	284058
C6orf47-AS1	
HLA-U	
COL11A2P1	
NCF4-AS1	107985578
NCF4	4689
EEF1D	1936
PVALB	5816
CCL3	6348
KANSL1-AS1	644246
LRRC37A	9884
CCL4	6351
ERMARD	55780
CDKN1C	1028
CUBNP2	
MARCHF8	220972
RN7SL301P	
OR6D1P	
	102724323
ANKRD30BP3	
OR13A1	79290
ALOX5	240
CHCHD2P2	
CARS1-AS1	100852407
GTF2H2C_2	730394
LRRC37A3	374819
COX6CP18	
SLC22A18	5002
CDC42EP5	148170
HLA-F	3134
RILP	83547
TJP1	7082
TC2N	123036
FKBPL	63943
	107984156
MIR22HG	84981
KRT31	3881
TBC1D3P7	
KRT33A	3883
SPPL2C	162540
HTATSF1P1	
TRIM40	135644
MAPT-AS1	
ARL17B	51326
ARL17B	100506084
ARL17B	100996709
KRT37	8688
SLC22A18AS	5003
KRTAP16-1	100505753
KRT34	3885
KCNQ1DN	55539
KRTAP17-1	83902
	100505782
SNORA54	677833
PRPF8	10594
KRT33B	3884
LINC03003	
RPS18	6222
LILRA1	11024
HLA-DOB	3112
	100653049
HLA-DRB3	3125
KIF5C	3800
RNU6-1207P	
NSF	4905
LINC02536	
PTPRK-AS1	
MRPS17P5	
ZNF70P1	
AGER	177
PTPRK	5796
RN7SL268P	
MIF	4282
CATSPERB	79820
GOLGA8J	653073
MIF-AS1	
U8	124900357
GREM1	26585
LINC00685	
FABP5P13	
KRT18P53	
	100652871
PPP2R3B	28227
PPP2R3B	124900587
PPP2R3B	124900588
CHRNA7	1139
GSTT2B	653689
MYOM2	9172
RPS27P14	
MARVELD2	153562
LINC00242	401288
LINC00574	80069
GAL3ST2	64090
FAN1	22909
DYNLT2	6991
DDTL	100037417
DDT	1652
DDT	100037417
NEU4	129807
MAPK8IP1P1	
RDM1P2	
POLR3GP1	
NSFP1	
NANOGP7	
STH	246744
U3	124903436
	124900362
SCG5	6447
CRHR1	1394
CRHR1	104909134
GSTT2	2953
MTMR10	54893
KLF13	51621
LINC00308	54143
WHAMMP2	
RNU4-45P	
PDCD6IPP2	
GSTT3P	
GSTT4	25774
HERC2P9	
ADAM2	2515
SERPINF2	5345
HERC2P9	440248
GSTT1	2952
	100289656
NPIPA5	100288332
ZDHHC20P1	
IER3	8870
NOMO1	23420
CEP170	9859
CEP170	645455
TAF4	6874
RPL12P1	
AGPAT1	10554
AIF1	199
PRB3	5544
CDH4	1002
LILRB1-AS1	
TAS2R42	353164
CABIN1	23523
LINC01237	101927289
	124905349
FAM240C	285095
RTP5	285093
KBTBD11-OT1	104266957
LINC03021	101927815
RN7SL105P	
PDCD1	5133
KBTBD11-AS1	101928058
KBTBD11	9920
PATL2	197135
TRIM69	140691
OCLN	100506658
ARHGEF10	9639
	102723407
CES1P1	107987423
CES5A	221223
HLA-DOA	3111
PRB4	5545
RNU6-164P	
PRH1	5554
DHFRP2	
HLA-DRB7	
GAPDHP26	
BAAT	570
HLA-DRB1	3123
FYTTD1P1	
TRMT112P4	
PLPPR1	54886
CCDC125	202243
B2M	567
TRPC6P4	
MYL6P5	
LY6L	101928108
LY6H	4062
AKT3	10000
WNT3	7473
WNT3	101929777
MTCO2P32	
LPCAT1	79888
RPS7P11	
LINC02904	286122
NAIPP4	
MAPK8IP1P2	
HMGN1P12	
CSNK2B	1460
CFL1P5	
AK6	102157402
RN7SKP117	
SORD2P	
RRN3	54700
CFB	629
SORD2P	653381
DND1P1	
LY6E	4061
UBD	10537
CLN8	2055
PSMB8-AS1	100507463
CLPTM1L	81037
ADAM9	8754
CLN8-AS1	
RPL7AP80	
HCG25	414765
LINC01347	
SDCCAG8	10806
CES1	1066
NEK4P1	
CCL23	6368
BDH1	622
ADAM32	203102
	101929494
TBC1D3G	101060321
LY6E-DT	
HLA-DPA3	
AK3P2	
LINC01347	731275
PAIP1P1	
NFKBIL1	4795
RNU6-747P	
LY6G5B	58496
MRPS36	92259
SUCLA2P1	
HLA-DPA1	3113
PBX2	5089
CDH12P4	
PARN	5073
SLC39A7	7922
CCL16	6360
LINC01511	100506791
SLC6A3	6531
WNT9B	7484
COL11A2	1302
ABCF1	23
DDX52	11056
SAR1AP1	
LINC02210-CRHR1	1394
LINC02210-CRHR1	104909134
LINC02825	
	101927531
MCCD1	401250
MAPK15	225689
FLOT1	10211
UBQLN1P1	
UQCRHP1	
SPACA7	122258
PPP1R18	170954
PPP1R18	107987457
TUBGCP3	10426
FAM83H	286077
PRR3	80742
LINC01070	
LINC01043	101928752
LINC01044	104266956
LINC02878	
GFUS	7264
ADAM18	8749
CXADRP2	
GLIS2	84662
LINC02203	727924
LONRF2P4	
TBC1D3K	101060351
TBC1D3K	102723859
OR4M2B	118568804
GRAMD4P6	
NBEAP4	
VASN	114990
POTEB3	102724631
CORO7-PAM16	100529144
HMGB1P24	
LHX1-DT	102723471
LYZL6	57151
PLA2G10	8399
U6	124900632
U6	124905326
U6	124905327
U6	124905519
U6	124905522
GLIS2-AS1	101926896
NF1P9	
NMRAL1	57407
PUF60	22827
NF1P2	440225
	124900586
THEMIS	387357
MRPL45	84311
MPIG6B	80739
APBA1	320
RPL3P10	
TBC1D3L	729873
TBC1D3L	101060376
ACACA	31
C6orf136	221545
DPPA2P2	
GRK1	6011
RPS6KA1	6195
TMEM255B	348013
LINC00552	100130386
HMOX2	3163
CEP20	123811
CCHCR1	54535
RPL15P20	
PDXDC1	23042
PDXDC1	124900586
SAPCD1-AS1	
RNF5	6048
VPS52	6293
TSPY24P	
ZNF92P1Y	
RBMY3AP	
SERBP1P2	
TSPY12P	
DUX4L19	
TTTY12	83867
TTTY7B	100101120
OFD1P3Y	
RBMY2HP	
TTTY6	84672
ELOCP35	
SLC9B1P1	
USP12PY	
TTTY23	252955
KDM5DP1	
TTTY7	246122
MIR1976	100302190
RN7SL679P	
RNU7-29P	124904769
LINC00279	
	124904813
DUX4L17	
PRY	9081
PRY	124908884
TSPY18P	
PCMTD1P1	
HSFY7P	
ZNF736P6Y	
TUSC2P1	
RBMY2AP	
TTTY2B	
TTTY21	252953
PUDPP1	
CDRT15P10	
USP9Y	8287
USP9Y	64595
SERTAD4-AS1	
IGHA2	
SERTAD4	56256
IGHEP1	
IGHG3	
ATP6V1G1P1	
IGHV3-11	
IGHV3-20	
IGHE	
ST13P19	
IGHV1-24	
ELK2BP	
HHAT	55733
IGHA1	
NAPRT	93100
IGHV4-31	
IGHV1-3	
IGHVIII-38-1	
IGHV7-34-1	
IGHV4-34	
IGHGP	
IGHV4-39	
IGHG1	
IGHV3-33	
IGHVIII-47-1	
IGHV3-21	
IGHV1-17	
LENG8-AS1	104355426
IGHV1-12	
SLC20A1P2	
IGHV1-45	
PAM16	51025
IGHV3-50	
IGHV4-28	
IGHV3-53	
IGHG4	
IGHV1-68	
IGHVIII-22-2	
IGHVII-40-1	
IGHV3-54	
IGHV3-16	
CCDC166	100130274
IGHV7-56	
IGHV3-13	
IGHV1-18	
ZNF707	286075
ZNF707	101928160
IGHVIII-25-1	
IGHVIII-2-1	
IGHVII-74-1	
IGHVII-15-1	
IGHVII-44-2	
IGHV3-19	
IGHVIII-11-1	
IGHVIII-5-1	
IGHVIII-13-1	
IGHVIII-67-3	
IGHV3-30-2	
HOMER2P2	
IGHV3-64	
IGHV3-65	
IGHV3-35	
IGHVII-22-1	
ELK2AP	
IGHV3-15	
IGHV5-51	
CDY3P	
PRY2	442862
PRY2	124908884
IGHVII-46-1	
IGHV3-42	
IGHV3-6	
IGHV3-7	
IGHV2-26	
IGHV4-55	
IGHVII-67-1	
IGHV7-27	
IGHV3-41	
IGHVII-62-1	
IGHVIII-5-2	
IGHV4-59	
TSPY25P	
IGHV3-33-2	
IGHV2-70	
OFD1P8Y	
IGHVIII-76-1	
IGHV3-43	
RNF19BPY	
TSPY23P	
IGHV3-66	
TUBB1P2	
DUX4L31	
TSPY13P	
IGHVII-53-1	
IGHV3-22	
IGHV3-72	
ACTR3BP1	
RPS24P1	
TTTY1B	100101116
RCC2P2	
ZNF736P8Y	
DNAJA3	9093
RBMY2OP	
IGHV3-48	
EIF1AY	9086
IGHV7-40	
IGHV3-69-1	
IGHV1-69D	
IGHV3-29	
IGHV3-36	
IGHV1-58	
LYPLA2P1	
HLA-DPA2	
IGHV2-5	
	124904503
RNU5A-8P	
IGHV3-47	
BPNT2P1	
IGHVIII-44	
IGHV8-51-1	
IGHV3-57	
IGHV3-63	
IGHVIII-26-1	
IGHVII-30-1	
IGHV3-60	
IGHV3-38	
IGHV3-73	
IGHV4-61	
IGHVII-51-2	
IGHV3-74	
TSPY19P	
IGHV3-25	
HLA-S	
IGHVII-65-1	
BPY2	9083
KIFC1	3833
IGHV3-75	
IGHV2-70D	
IGHVII-33-1	
IGHV3-37	
IGHVII-26-2	
IGHV3-62	
ATP5MC1P1	
IGHV1-67	
HOMER2P1	
IGHVIV-44-1	
IGHV1-69-2	
MTND1P12	
STSP1	
IGHV3-30	
CTBP2P1	
MTND6P1	
IGHVIII-67-4	
DLGAP5P1	
IGHV4-4	
CDC27P2	
TTTY8B	100101118
PSMB8	5696
IGHG2	
PABPC1P5	
TSPY22P	
RCC2P1	
IGHV3-71	
SHROOM2P1	
IGHV1-69	
TTTY2	
IGHV3-52	
IGHV3-49	
USP9YP22	
TTTY18	
COPDA1	
IGHV3-76	
IGHVII-49-1	
IGHV1-46	
SLC20A1P1	
IGHVII-60-1	
IGHV5-78	
SFTA2	389376
IGHV3-23	
DUX4L18	
TSPY16P	
IGHVIII-67-2	
IGHV1-14	
RBMY2GP	
IGHD	
ZNF736P11Y	
OFD1P9Y	
BPY2DP	
RBMY2JP	
CHEK2P1	
RBMY2UP	
RPL35AP4	
IGHM	
FAM224B	
ATF6B	1388
ZNF886P	
IGHJ6	
ELOCP8	
OFD1P16Y	
IGHJ3P	
IGHJ5	
TTTY25P	
FAM197Y1	
IGHJ4	
	102725532
IGHJ3	
IGHJ2P	
IGHJ2	
IGHJ1	
IGHD7-27	
ASS1P6	
SNX18P1Y	
IGHJ1P	
IGHD1-26	
RBMY2NP	
IGHD6-25	
TTTY1	50858
IGHD5-24	
INPP5D	3635
IGHD4-23	
IGHD3-22	
USP9YP4	
MED14P1	
HSFY5P	
IGHD2-21	
ZNF885P	
ARSFP1	
ZNF736P7Y	
SURF6P1	
XGY1	
IGHD1-20	
IGHD6-19	
ANKRD20A6P	
IGHD5-18	
IGHD4-17	
TTTY8	84673
IGHD3-16	
IGHD2-15	
IGHD1-14	
IGHD6-13	
IGHD5-12	
IGHD4-11	
RBMY2KP	
IGHD3-10	
TSPY21P	
TTTY19	252952
IGHD3-9	
IGHD2-8	
TSPY17P	
TTTY4	114761
IGHD1-7	
IGHD6-6	
TSPY15P	
IGHD5-5	
ELOCP4	
TTTY22	252954
IGHD4-4	
IGHD3-3	
IGHD2-2	
FAM30A	9834
TSPY11P	
MXRA5Y	
DUX4L16	
TSPY10	100289087
TSPY10	124905614
TSPY10	124905615
TSPY10	124905616
TSPY10	124905617
TSPY10	124905618
TSPY10	124905619
TSPY10	124905620
TSPY10	124905621
TSPY10	124905623
TSPY10	124905624
TSPY10	124905625
TSPY10	124905626
TSPY10	124905627
TSPY10	124905628
TSPY10	124905629
TSPY10	124905630
TSPY10	124908978
TSPY10	124908979
TSPY10	124908980
TSPY10	124908981
TSPY10	124909093
TSPY10	124909197
TSPY10	124909294
TSPY10	124909306
TSPY10	124909318
IGHD1-1	
IGHV6-1	
IGHVII-1-1	
ADAM6	8755
ADAM6	
CDIP1	29965
IGHV1-2	
	642574
	653550
	102723655
	102724101
TIGD5	84948
ZNF623	9831
MTCYBP1	
USP9YP17	
TTTY17A	252949
TTTY17A	474152
AGPAT5P1	
TSPY20P	
FAM41AY1	
TTTY6B	441543
ELOCP15	
TRIM60P3Y	
MTND1P1	
LINC00280	100873964
MROH6	642475
PRRC2CP1	
ZNF736P10Y	
TSPY1	7258
TSPY1	124905614
TSPY1	124905615
TSPY1	124905616
TSPY1	124905617
TSPY1	124905618
TSPY1	124905619
TSPY1	124905620
TSPY1	124905621
TSPY1	124905623
TSPY1	124905624
TSPY1	124905625
TSPY1	124905626
TSPY1	124905627
TSPY1	124905628
TSPY1	124905629
TSPY1	124908978
TSPY1	124908979
TSPY1	124908980
TSPY1	124908981
TSPY1	124908988
TSPY1	124909015
TSPY1	124909084
TSPY1	124909294
TSPY1	124909306
TSPY1	124909318
TSPY1	124909320
TSPY1	124909330
CDY12P	
MTND2P3	
CDY13P	
RBMY1KP	
TTTY21B	100101115
	102723713
ARSDP1	
TTTY5	83863
CDY4P	
	101929148
RBMY1D	378949
SCRIB	23513
TAPBP	6892
DUX4L9	
TUBB7P	
ABCC6	368
FRG2	448831
RBMY2WP	
CORO7	79585
USP9YP24	
TTTY10	246119
UBE2V1P3	
FAM8A4P	
TRIM60P8Y	
MED13P1	
TSPY6P	
CYCSP46	
RNU6-303P	
RNA5SP518	
RPS26P8	
	124900508
RN7SL702P	
RNA5SP520	
RNA5SP521	
RNU6-109P	
FRG1	2483
RNA5-8SP6	124907582
RNA5SP519	
RNU6-184P	
HSFY2	159119
GPM6BP2	
USP9YP2	
ELOCP14	
PRYP6	
XKRYP2	
USP9YP10	
USP9YP28	
RNU1-41P	124905307
OFD1P7Y	
MTCYBP2	
ZNF839P1	
CD24P4	
RNU6-255P	
GAPDHP19	
CLUHP1	
TAF9P1	
CDY5P	
ELOCP36	
PRYP1	
ACTG1P2	
USP9YP23	
USP9YP27	
RNU1-128P	
TRAPPC2P3	
OFD1P1Y	
ELOCP6	
CDY6P	
USP9YP7	
USP9YP6	
CDY7P	
USP9YP34	
USP9YP32	
CDY8P	
ELOCP12	
TRAPPC2P8	
USP9YP15	
RNU1-95P	
USP9YP16	
ACTG1P11	
PRYP2	
HLA-DPB1	3115
ELOCP26	
CDY9P	
TAF9P2	
CLUHP2	
FAM224A	
RN7SL32P	
RNA5SP522	
RNA5SP523	
TUBB1P1	
FAM41AY2	
ATG16L1	55054
POLR2LP1	
ELOCP13	
RANP1	
OFD1P4Y	
ZBTB12	221527
USP9YP14	
RNU1-48P	124905307
USP9YP5	
XKRYP1	
PRYP5	
ELOCP7	
USP9YP1	
GPM6BP1	
TTTY9B	425057
RAB9AP4	
TRAPPC2P7	
TTTY14	83869
SKIC2	6499
	105377224
KDM5D	8284
MAP3K14	9020
LINC02210	147081
MPV17L	255027
LRRC37A4P	
NTAN1	123803
RN7SKP175	
STK19B	
RGL2	5863
TAP2	6891
NPIPA3	642778
NPIPA3	642799
BMERB1	89927
MYO19	80179
COLEC12	81035
NPIPA9	100288332
NPIPA9	105376752
TWSG1-DT	
LINC01892	105371969
ARHGAP28-AS1	
LINC01928	105371994
SLC25A3P3	
BFAR	51283
HSFY1	86614
LINC00526	
PPIAP14	
IMPA2	3613
TGIF2LY	90655
RBMY1F	159163
	255027
NDE1	54820
NEK2P2	
TOMM40P2	
CCT8L2	150160
IGKV2OR22-3	
ANKRD62P1-PARP4P3	
ZNF402P	
FABP5P11	
CHEK2P4	
ACTR3BP7	
IGKV1OR22-5	
ABCD1P4	
SLC25A15P5	
PABPC1P9	
LINC01665	
BNIP3P2	
ANKRD62P1	
ZNF72P	
MED15P7	
RPL17P40	
NBEAP3	
	100505915
MARF1	9665
COP1P1	
FRG1GP	
IGKV3OR22-2	
RAB31	11031
IGKV2OR22-4	
PARP4P3	
GPM6BP3	
SLC9B1P4	
DUXAP8	
HLA-DQA1	3117
CDY2A	9426
MTND1P17	
ZNF736P3Y	
TRIM60P9Y	
NF1P6	
PRKY	5616
RN7SKP282	
IGKV1OR22-1	
RNU6-941P	
RNU6-521P	
SRIP3	
GOT2P5	
ATP5PFP1	
TRIM60P10Y	
ZNF736P2Y	
MED15	51586
TRIM60P11Y	
ZNF736P1Y	
ZNF736P5Y	
BPY2C	442868
UBE2CP2	
LINC00470	
TTTY4C	474150
DAZ4	57135
NELFE	7936
SCARNA5	677775
SCARNA6	677772
PCGF2	7703
SAG	6295
ZNF415P1	
HLA-C	3107
COX6CP3	
	105372069
LINC01254	101927350
YES1	7525
ABCC1	4363
GPANK1	7918
MLLT6	4302
SLC44A4	80736
RPS4XP18	
	101927571
MAPRE2	10982
PRPF31-AS1	
DGKD	8527
ZNHIT3	9326
TADA2A	6871
HLA-DQA2	3117
HLA-DQA2	3118
PPIAP57	
PPP4R1-AS1	101927323
BOD1P2	
CDY2B	203611
RNU6-1334P	
SRY	6736
RNASEH2CP1	
TOMM22P2	
RPS4Y1	6192
KLHL14	57565
FRG1FP	
NPIPA1	9284
NPIPA1	642799
VWFP1	
NAP1L1P2	
ZFY	7544
LINC01478	101927921
LINC01478	124904290
IGLV3-12	
IGLV2-11	
NOMO3	408050
OSBP2	23762
HCG9	10255
	112268408
LINC01543	
ZFY-AS1	107987337
EEF1A1P41	
PSMA6P1	
BNIP3P3	
SFPQP1	
DPPA2P1	
DDX3Y	8653
DAXX	1616
DAXX	113523636
PGDP1	
AQP4-AS1	
	105372045
NDUFV2	4729
MRM1	79922
GGNBP2	79893
CASKP1	
UTY	7404
MPPE1	65258
RNU6-943P	
CCL15	6359
PIP4K2B	8396
KAT6B	23522
AATF	26574
TBC1D3H	729877
FOXR1	283150
POU5F1	5460
C17orf98	388381
CENATAC-DT	
NPEPPSP1	440434
CENATAC	338657
SOCS7	30837
NOTCH4	4855
MYL12BP3	
EPOP	100170841
LRRC37A9P	
RDM1	201299
MYH11	4629
RPL23AP64	
RPS25	6230
VN1R9P	
H2AZP6	
LIF-AS1	110806283
SYN3	8224
TRAPPC4	51399
RPL36P17	
MYO18B-AS1	
LINC01422	
CASC20	101929244
OSM	5008
PLCB1-IT1	100874337
ADRA1D	146
RSPO4	343637
DRG1	4733
DEFB129	140881
ANGPT4	51378
LINC02958	
CELF4	56853
HEATR9	256957
SLC37A4	2542
TMSB4Y	9087
HYOU1	10525
	100289473
C4A	720
C4A	110384692
VCY	9084
SIRPG	55423
DAZ3	57054
ZNRF3-IT1	
HORMAD2	150280
HLA-DQB1	3119
DYNLT3P1	
SHLD1	149840
LINC01706	
DAZ1	1617
TMX4	56255
FBXO7	25793
MUCL3	135656
SLX4IP	128710
VARS2	57176
EEF1A1P34	
C6orf47	57827
DEFB125	245938
NKX2-2	4821
DDX39B	7919
BMP2	650
PDYN	5173
PPP1R12BP2	
SNORA70	124900506
SNORA70	124900507
REREP1Y	
RBMY2CP	
AMELY	266
HNF1B	6928
TBL1Y	90665
LINC01428	101929265
FAM110A	83541
INSM1	3642
SIRPG-AS1	101929010
DEFB128	245939
LINC01713	
BTBD3-AS1	
IDH3B-DT	
SCP2D1-AS1	
DEFB126	81623
